index,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,days_since_start,sales,date
689943,905,5,0,0,0,3,1,724,0.0,2014-12-26
577784,1088,2,477,1,0,0,0,42,4301.098666882058,2013-02-12
327549,528,5,1125,1,1,0,0,311,12920.740628990234,2013-11-08
499846,356,4,560,1,1,0,1,576,6645.251940942341,2014-07-31
481825,17,7,0,0,0,0,0,264,0.0,2013-09-22
303649,536,7,0,0,0,0,0,369,0.0,2014-01-05
210786,392,4,732,1,0,0,1,366,6700.261361021854,2014-01-02
240923,517,6,350,1,0,0,0,74,3272.727107660471,2013-03-16
677048,232,7,0,0,0,0,0,467,0.0,2014-04-13
554407,563,5,1088,1,1,0,0,150,9602.129265794432,2013-05-31
20974,998,6,514,1,0,0,0,676,4578.060543825066,2014-11-08
163275,943,4,566,1,0,0,0,331,5709.77149143399,2013-11-28
43463,998,7,0,0,0,0,0,558,0.0,2014-07-13
696311,661,6,509,1,0,0,1,585,4833.724971976687,2014-08-09
438823,929,7,0,0,0,0,0,75,0.0,2013-03-17
398860,82,7,0,0,0,0,0,705,0.0,2014-12-07
300824,460,4,385,1,1,0,1,198,4072.994255438697,2013-07-18
272317,994,4,590,1,1,0,0,9,6304.899025511627,2013-01-10
615700,253,2,641,1,0,0,0,707,5389.563657332628,2014-12-09
125454,434,2,585,1,0,0,0,784,5368.63407925543,2015-02-24
381450,790,5,0,0,1,2,1,87,0.0,2013-03-29
256134,687,3,820,1,1,0,0,547,8334.23172049407,2014-07-02
382793,859,5,0,0,1,2,1,87,0.0,2013-03-29
698412,525,4,750,1,0,0,0,247,6790.608419555581,2013-09-05
459861,318,5,789,1,1,0,0,388,8149.341387237917,2014-01-24
78294,401,5,618,1,0,0,0,451,5750.345704712357,2014-03-28
86608,684,1,861,1,1,0,0,545,9263.331387680666,2014-06-30
64939,772,6,496,1,0,0,0,487,4399.5992318716435,2014-05-03
632584,981,6,678,1,0,0,0,578,6016.566010321585,2014-08-02
3107,530,1,996,1,0,2,1,90,5998.917957306925,2013-04-01
602429,365,3,446,1,0,0,0,750,4111.594084562035,2015-01-21
589289,125,1,1571,1,1,0,0,251,11977.811997588926,2013-09-09
420223,77,2,654,1,1,0,0,35,6784.137928411966,2013-02-05
23377,617,2,689,1,1,0,0,154,7263.498569237269,2013-06-04
484525,1070,3,1049,1,1,0,1,211,10025.452651260919,2013-07-31
123558,669,4,480,1,1,0,0,121,5366.980639843166,2013-05-02
613566,44,3,566,1,0,0,1,554,4818.288140750391,2014-07-09
675742,647,3,712,1,0,0,0,512,5864.2586203270275,2014-05-28
387381,592,4,724,1,1,0,0,324,6304.7291769245085,2013-11-21
232924,472,5,743,1,0,0,1,276,6330.464770917175,2013-10-04
282737,254,5,271,1,1,0,0,927,3506.5814285714287,2015-07-17
341537,434,3,710,1,1,0,1,253,7886.475999218447,2013-09-11
178424,344,7,0,0,0,0,0,103,0.0,2013-04-14
90149,906,4,0,0,1,1,0,884,0.0,2015-06-04
523104,180,6,931,1,0,0,0,305,7600.250612635369,2013-11-02
157220,1060,5,915,1,1,0,0,38,8121.351103561879,2013-02-08
426684,47,7,0,0,0,0,0,558,0.0,2014-07-13
107854,201,5,474,1,1,0,0,738,5668.139362281398,2015-01-09
459902,520,1,406,1,0,0,0,797,4005.1026442050047,2015-03-09
607906,367,1,709,1,1,0,1,734,8099.906689663245,2015-01-05
702257,193,7,0,0,0,0,0,54,0.0,2013-02-24
370971,751,7,0,0,0,0,0,467,0.0,2014-04-13
96248,118,5,533,1,0,0,1,3,4993.034363965094,2013-01-04
504789,88,4,674,1,1,0,0,674,6907.874546165202,2014-11-06
175890,38,1,666,1,1,0,1,293,7449.701438379707,2013-10-21
341523,718,2,771,1,0,0,1,203,6522.208862409275,2013-07-23
264929,818,3,851,1,1,0,0,351,8908.691121259411,2013-12-18
243197,280,4,476,1,0,0,0,814,4646.948384115176,2015-03-26
296228,538,6,278,1,0,0,0,732,2265.0530987135576,2015-01-03
430219,777,6,360,1,0,0,0,382,3680.056839341391,2014-01-18
537947,953,3,702,1,1,0,1,211,7643.083836216493,2013-07-31
464861,564,6,547,1,0,0,0,774,5023.976044691955,2015-02-14
178087,498,4,913,1,1,0,0,184,7643.3716736930355,2013-07-04
552312,885,1,589,1,0,0,1,216,4388.572768950532,2013-08-05
181269,552,7,0,0,0,0,0,922,0.0,2015-07-12
627918,340,7,0,0,0,0,0,754,0.0,2015-01-25
240506,385,7,0,0,0,0,0,425,0.0,2014-03-02
653150,910,4,681,1,1,0,0,639,6992.846668095788,2014-10-02
357806,788,1,1730,1,0,0,0,104,16949.29142857143,2013-04-15
706266,866,7,0,0,0,0,0,908,0.0,2015-06-28
39054,214,3,547,1,0,0,0,393,5276.194113424211,2014-01-29
512154,365,5,753,1,1,0,0,486,7911.920781687152,2014-05-02
576388,487,5,700,1,0,0,0,773,6472.674242858759,2015-02-13
691259,176,7,0,0,0,0,0,390,0.0,2014-01-26
590252,825,3,443,1,1,0,0,442,5099.4848352802,2014-03-19
419654,130,2,548,1,0,0,0,497,5202.388348239792,2014-05-13
168102,151,5,602,1,0,0,0,437,5615.864694614851,2014-03-14
72047,301,2,588,1,0,0,0,861,5696.360700347047,2015-05-12
29475,229,2,630,1,1,0,1,658,7114.790914914027,2014-10-21
537856,905,4,1104,1,1,0,1,912,8534.389957452864,2015-07-02
153342,219,4,453,1,1,0,0,835,3691.108859515227,2015-04-16
346109,445,1,1833,1,0,0,1,363,11577.925495552068,2013-12-30
666046,616,5,1002,1,0,0,0,878,8024.550515053581,2015-05-29
501114,966,1,592,1,0,0,0,13,4827.588077264153,2013-01-14
698379,268,4,461,1,0,0,0,842,4331.63681173432,2015-04-23
652511,746,4,401,1,0,0,1,478,4117.243025729695,2014-04-24
532759,3,2,657,1,0,0,1,917,5629.354617453509,2015-07-07
494869,1082,1,987,1,0,0,0,160,5778.314666666666,2013-06-10
322272,484,4,634,1,1,0,0,387,6572.670207480906,2014-01-23
262402,448,2,605,1,0,0,1,203,5105.832033647035,2013-07-23
598098,322,7,0,0,0,0,0,194,0.0,2013-07-14
397570,636,2,944,1,1,0,0,938,10123.865190034536,2015-07-28
633235,124,5,503,1,0,0,1,591,4644.21697352865,2014-08-15
487855,827,7,0,0,0,0,0,397,0.0,2014-02-02
234019,315,5,437,1,0,0,1,934,4162.26237495531,2015-07-24
642444,416,1,1754,1,1,0,0,692,15278.950894660898,2014-11-24
169004,636,1,533,1,0,0,0,433,4846.074558186243,2014-03-10
317007,404,5,567,1,1,0,0,269,5731.002360673464,2013-09-27
38525,1099,2,1040,1,0,0,0,875,8182.451428571429,2015-05-26
197160,647,2,844,1,1,0,0,469,8570.623992839597,2014-04-15
603105,960,6,464,1,0,0,0,235,4461.090179866912,2013-08-24
33111,516,5,0,0,1,1,0,640,0.0,2014-10-03
453204,559,4,714,1,0,0,1,219,5126.520898535437,2013-08-08
308347,198,7,0,0,0,0,0,481,0.0,2014-04-27
352345,758,5,657,1,0,0,0,178,5184.503953400548,2013-06-28
637454,1024,7,0,0,0,0,0,152,0.0,2013-06-02
514433,192,2,498,1,0,0,0,343,5326.231014832678,2013-12-10
40899,388,6,918,1,0,0,0,137,7901.629848145107,2013-05-18
457429,699,4,1350,1,1,0,1,86,13725.520204050355,2013-03-28
202717,668,5,0,0,1,1,0,850,0.0,2015-05-01
622440,271,3,895,1,1,0,0,99,8464.570668873333,2013-04-10
529239,831,1,1569,1,0,0,0,538,11264.040504850138,2014-06-23
221408,855,6,429,1,0,0,0,375,3880.22735702942,2014-01-11
386080,956,4,483,1,0,0,0,380,3935.68200365644,2014-01-16
521045,248,3,952,1,0,0,0,141,6760.393044745897,2013-05-22
224611,1058,4,681,1,1,0,0,9,6750.947380862774,2013-01-10
63093,437,2,871,1,1,0,1,210,8581.234120721476,2013-07-30
388855,847,4,824,1,0,0,0,450,6521.688084350011,2014-03-27
461455,585,7,0,0,0,0,0,348,0.0,2013-12-15
280027,602,3,609,1,0,0,0,785,5599.111289780222,2015-02-25
135815,728,7,0,0,0,0,0,467,0.0,2014-04-13
708231,659,4,612,1,0,0,0,772,5588.866938854012,2015-02-12
229229,1025,4,0,0,1,1,0,534,0.0,2014-06-19
400196,1099,4,945,1,1,0,0,415,8722.405588227703,2014-02-20
564303,503,2,333,1,0,0,0,798,4132.575848586213,2015-03-10
497281,679,1,1511,1,1,0,0,62,12572.45438095238,2013-03-04
571925,229,4,748,1,1,0,0,457,8786.492545351364,2014-04-03
487154,302,3,239,1,0,0,0,631,2403.189426803339,2014-09-24
638024,308,1,1290,1,1,0,0,6,13564.142990292992,2013-01-07
454630,643,5,1038,1,1,0,0,52,9380.701184719443,2013-02-22
397073,978,4,846,1,0,0,0,436,6023.225184523777,2014-03-13
177074,122,7,0,0,0,0,0,397,0.0,2014-02-02
271834,811,1,819,1,1,0,0,643,6261.411745277895,2014-10-06
266870,260,4,0,0,0,3,1,359,0.0,2013-12-26
190192,122,5,603,1,1,0,0,444,6344.970335598962,2014-03-21
434815,263,6,392,1,0,0,0,179,3809.4508226075823,2013-06-29
642908,324,4,871,1,1,0,0,695,9257.866354673602,2014-11-27
74745,420,4,485,1,1,0,0,940,6078.239990653357,2015-07-30
561612,218,4,688,1,0,0,0,499,4797.446563797646,2014-05-15
465356,1107,2,779,1,1,0,0,210,7744.95811798229,2013-07-30
181772,906,6,1073,1,0,0,0,116,8756.233261077356,2013-04-27
24353,129,3,1002,1,0,0,0,29,7972.923302092535,2013-01-30
634944,759,5,880,1,1,0,0,255,8593.18239633388,2013-09-13
85878,364,2,619,1,1,0,0,322,6593.730548639876,2013-11-19
232410,558,7,0,0,0,0,0,544,0.0,2014-06-29
454844,843,7,0,0,0,0,0,432,0.0,2014-03-09
283481,653,4,561,1,1,0,0,695,6193.31576047751,2014-11-27
526386,738,6,701,1,0,0,0,844,7450.694356705973,2015-04-25
209002,750,7,0,0,0,0,0,775,0.0,2015-02-15
606869,69,1,1134,1,0,0,0,125,8722.318012843365,2013-05-06
164433,318,4,958,1,1,0,0,338,10662.472461874382,2013-12-05
527837,1083,7,0,0,0,0,0,628,0.0,2014-09-21
300537,128,5,704,1,1,0,0,927,7630.437476664603,2015-07-17
247455,844,5,433,1,1,0,1,584,4231.984867683337,2014-08-08
551718,963,5,1246,1,0,0,1,514,11312.636571428573,2014-05-30
475832,657,5,696,1,1,0,0,283,6807.283009787044,2013-10-11
523641,1016,3,563,1,1,0,0,778,6233.963253813507,2015-02-18
608666,347,4,0,0,0,1,1,730,0.0,2015-01-01
439594,299,6,645,1,0,0,0,333,5549.7255685421815,2013-11-30
205345,266,1,572,1,0,0,0,797,5302.094610997556,2015-03-09
10388,666,5,690,1,1,0,0,458,7619.215631846003,2014-04-04
36756,199,6,678,1,0,0,0,130,7192.140633206605,2013-05-11
436333,749,7,0,0,0,0,0,551,0.0,2014-07-06
161405,488,2,340,1,0,0,0,903,3147.5233052969147,2015-06-23
40280,11,6,896,1,0,0,0,424,7375.478011476782,2014-03-01
116953,583,2,398,1,0,0,1,406,3781.18655482247,2014-02-11
525353,164,2,704,1,1,0,0,833,7367.4162494486545,2015-04-14
479000,965,1,1312,1,1,0,1,580,11755.211528269196,2014-08-04
180702,129,1,999,1,0,0,0,419,7621.168077685986,2014-02-24
269222,394,1,786,1,1,0,0,426,9896.605699835854,2014-03-03
169830,370,6,628,1,0,0,0,662,6903.58531796635,2014-10-25
141640,971,2,1057,1,1,0,0,637,9616.844242354999,2014-09-30
196043,721,3,794,1,1,0,0,323,8292.377801819881,2013-11-20
654032,64,4,670,1,0,0,0,380,7225.464077936222,2014-01-16
159186,9,7,0,0,0,0,0,691,0.0,2014-11-23
137688,811,2,827,1,1,0,0,546,6485.007492449813,2014-07-01
682532,754,1,1402,1,1,0,0,307,12937.919313202508,2013-11-04
154546,1063,5,543,1,1,0,0,416,4442.664025975563,2014-02-21
234911,487,4,604,1,1,0,0,338,7169.809182251079,2013-12-05
351999,562,3,3257,1,1,0,0,134,19503.306457841576,2013-05-15
196274,794,1,485,1,1,0,0,265,2696.837350001145,2013-09-23
472874,1056,5,507,1,1,0,0,521,6032.853218601973,2014-06-06
478222,1028,7,0,0,0,0,0,285,0.0,2013-10-13
268977,499,6,725,1,0,0,0,627,5565.724872068014,2014-09-20
69103,1083,1,324,1,0,0,0,748,4475.516178640991,2015-01-19
508851,661,7,0,0,0,0,0,159,0.0,2013-06-09
292026,510,1,988,1,1,0,0,741,10012.988405329344,2015-01-12
12676,1050,7,0,0,0,0,0,698,0.0,2014-11-30
322900,527,5,1038,1,0,0,0,73,10071.487821634644,2013-03-15
477650,538,2,608,1,0,0,0,539,4912.156215280528,2014-06-24
425429,200,6,738,1,0,0,0,753,6229.415178335488,2015-01-24
227000,354,3,701,1,1,0,0,400,8059.74070224858,2014-02-05
295858,43,5,815,1,1,0,0,717,10138.745758176954,2014-12-19
633107,215,2,474,1,1,0,0,266,5660.309772185148,2013-09-24
256946,1097,7,2828,1,0,0,0,530,11860.388571428572,2014-06-15
32676,553,2,478,1,0,0,1,245,4601.045714641884,2013-09-03
187396,963,5,968,1,1,0,1,598,9192.452742712709,2014-08-22
365540,676,6,1188,1,0,0,0,431,5486.395555555557,2014-03-08
617100,980,6,445,1,0,0,0,312,4563.160186015449,2013-11-09
499165,848,2,852,1,1,0,0,546,8194.865839273414,2014-07-01
566413,293,7,0,0,0,0,0,712,0.0,2014-12-14
173896,281,3,504,1,0,0,0,708,4995.013826076268,2014-12-10
192634,369,4,0,0,0,1,1,730,0.0,2015-01-01
258511,157,5,866,1,0,0,0,262,6963.107567501238,2013-09-20
208848,718,4,844,1,0,0,0,555,7017.776318224587,2014-07-10
9949,419,3,949,1,1,0,0,64,8805.379230180362,2013-03-06
615441,1003,7,0,0,0,0,0,40,0.0,2013-02-10
339994,907,2,1014,1,1,0,0,119,8983.95336596487,2013-04-30
79317,553,2,518,1,1,0,0,693,5836.439924490882,2014-11-25
697336,66,2,535,1,1,0,0,938,6457.906105552564,2015-07-28
559348,1036,1,517,1,1,0,1,370,5915.496795610687,2014-01-06
636992,1098,3,692,1,0,0,0,57,4658.603677450088,2013-02-27
614299,938,2,1074,1,0,0,1,826,8188.056241008562,2015-04-07
487495,142,1,689,1,1,0,0,153,7176.249531105247,2013-06-03
113450,614,7,0,0,0,0,0,523,0.0,2014-06-08
548988,772,1,590,1,1,0,0,622,5954.459534692225,2014-09-15
567194,288,6,391,1,0,0,0,60,4320.934231124196,2013-03-02
431236,263,3,330,1,0,0,0,785,3432.6436003991457,2015-02-25
246671,200,5,816,1,0,0,0,752,6862.965288729007,2015-01-23
100759,545,1,1207,1,1,0,0,741,12286.355446939333,2015-01-12
650727,831,4,0,0,0,1,0,128,0.0,2013-05-09
498027,834,4,696,1,1,0,0,387,6491.649365252634,2014-01-23
53231,160,7,0,0,0,0,0,887,0.0,2015-06-07
652072,269,4,1203,1,0,0,0,527,8888.43965570962,2014-06-12
449699,738,2,647,1,1,0,0,49,8000.696568257288,2013-02-19
178777,936,1,813,1,0,0,0,510,6471.790166529106,2014-05-26
339432,596,3,658,1,0,0,0,876,5481.038964445857,2015-05-27
442507,1088,2,521,1,1,0,1,595,5865.206853066723,2014-08-19
315947,987,6,522,1,0,0,0,795,4176.224145132263,2015-03-07
137256,314,3,560,1,0,0,1,1,5250.906308457325,2013-01-02
116419,1033,6,925,1,0,0,0,865,7941.825411706294,2015-05-16
107071,1102,6,651,1,0,0,0,809,6048.383488226947,2015-03-21
675048,946,3,465,1,0,0,0,708,4655.179881433806,2014-12-10
277741,498,1,877,1,0,0,0,888,7307.772399249196,2015-06-08
329050,40,1,507,1,0,0,0,377,4200.98568623456,2014-01-13
704281,1016,1,406,1,0,0,0,433,3896.5797463454624,2014-03-10
670102,358,5,0,0,1,1,0,850,0.0,2015-05-01
478227,682,4,2352,1,1,0,1,471,18790.581509709365,2014-04-17
584973,919,4,657,1,0,0,0,786,5385.106300863116,2015-02-26
490517,949,5,442,1,0,0,1,591,4211.58427251195,2014-08-15
225,338,2,632,1,0,0,0,343,6646.628434291403,2013-12-10
137699,961,4,716,1,1,0,0,695,6885.290488627888,2014-11-27
150599,918,5,0,0,0,3,1,724,0.0,2014-12-26
58165,563,7,0,0,0,0,0,712,0.0,2014-12-14
673773,807,3,1097,1,0,0,0,127,10561.888969938876,2013-05-08
85918,569,5,685,1,0,0,0,290,4484.498504560855,2013-10-18
219022,102,7,0,0,0,0,0,817,0.0,2015-03-29
379985,750,2,276,1,0,0,1,245,2520.2567323037756,2013-09-03
516432,298,7,0,0,0,0,0,278,0.0,2013-10-06
257229,1082,3,991,1,1,0,0,456,8152.758415555748,2014-04-02
566772,421,7,0,0,0,0,0,68,0.0,2013-03-10
692902,979,6,560,1,0,0,0,74,5062.6228091282765,2013-03-16
478120,732,7,0,0,0,0,0,5,0.0,2013-01-06
697749,415,5,530,1,1,0,0,66,6314.2724084643205,2013-03-08
468631,414,2,370,1,0,0,0,406,4113.3785230166795,2014-02-11
250235,884,4,445,1,0,0,0,394,4300.994558257469,2014-01-30
244411,592,7,0,0,0,0,0,215,0.0,2013-08-04
305404,552,4,0,0,1,1,0,149,0.0,2013-05-30
3843,427,3,667,1,0,0,0,162,5808.26591895638,2013-06-12
66848,226,7,0,0,0,0,0,264,0.0,2013-09-22
349376,302,1,392,1,1,0,0,678,5158.942445689415,2014-11-10
361876,69,7,0,0,0,0,0,852,0.0,2015-05-03
427413,156,2,1209,1,1,0,0,350,14129.626853906262,2013-12-17
24631,442,3,326,1,0,0,0,288,2883.8537831823082,2013-10-16
299795,1035,6,214,1,0,0,0,67,1879.2085714285715,2013-03-09
495360,693,2,848,1,1,0,0,350,10055.557711908978,2013-12-17
255989,224,4,688,1,1,0,0,849,7952.523216908366,2015-04-30
365562,963,1,1588,1,1,0,1,195,18292.62285714286,2013-07-15
542243,691,2,493,1,0,0,0,812,4852.838031060436,2015-03-24
619738,983,7,0,0,0,0,0,306,0.0,2013-11-03
279203,218,2,869,1,1,0,1,252,7221.8667682226405,2013-09-10
90862,349,6,0,0,0,0,0,39,0.0,2013-02-09
212227,547,1,471,1,1,0,0,153,6138.5057036396165,2013-06-03
297000,1088,7,0,0,0,0,0,250,0.0,2013-09-08
80208,606,1,769,1,1,0,0,370,8997.118698653887,2014-01-06
35584,1077,6,271,1,0,0,0,263,2736.137142857143,2013-09-21
387674,8,1,918,1,1,0,0,608,8852.052272448944,2014-09-01
690749,188,4,446,1,1,0,0,324,5419.0423376030885,2013-11-21
335412,46,4,493,1,0,0,0,436,4226.775644836819,2014-03-13
278773,129,5,1239,1,1,0,0,444,10652.908462117666,2014-03-21
624335,1026,1,1574,1,1,0,0,195,13847.090981312758,2013-07-15
17542,991,3,431,1,1,0,0,400,4725.377081141907,2014-02-05
164646,610,5,632,1,1,0,0,458,6053.995089262039,2014-04-04
25605,784,4,739,1,0,0,1,219,6402.317154372139,2013-08-08
60820,433,5,544,1,0,0,0,752,4937.937312901004,2015-01-23
127874,1018,6,1537,1,0,0,0,18,12845.871428571429,2013-01-19
396767,133,5,681,1,0,0,1,479,5696.459845160335,2014-04-25
557330,659,6,420,1,0,0,0,536,3697.6910024280214,2014-06-21
49901,357,3,0,0,0,1,1,365,0.0,2014-01-01
433426,530,1,303,1,1,0,0,741,2784.2667498216074,2015-01-12
436199,934,3,620,1,1,0,0,113,6325.621757918454,2013-04-24
361943,1067,2,504,1,1,0,0,854,6033.990183343065,2015-05-05
341974,481,5,390,1,1,0,0,66,4376.508047455007,2013-03-08
109273,338,2,483,1,0,0,0,798,4749.646479493812,2015-03-10
275689,678,2,641,1,0,0,1,203,5711.653098832289,2013-07-23
83185,130,6,499,1,0,0,0,557,4690.608450337155,2014-07-12
328365,521,3,406,1,1,0,0,694,5264.468903574482,2014-11-26
599010,110,4,635,1,1,0,0,548,6557.180604980611,2014-07-03
394967,1086,1,1541,1,1,0,1,223,15729.34857142857,2013-08-12
77564,789,1,536,1,0,0,0,419,4190.8271682155955,2014-02-24
24999,31,4,454,1,0,0,1,289,4046.8989507338624,2013-10-17
333447,983,2,878,1,0,0,0,749,6726.3464048925125,2015-01-20
391655,836,6,281,1,0,0,0,739,2419.7100403557474,2015-01-10
413867,326,7,0,0,0,0,0,124,0.0,2013-05-05
708080,592,3,588,1,1,0,0,855,6678.284406408941,2015-05-06
460128,231,4,416,1,1,0,0,765,5354.872639921374,2015-02-05
102454,968,4,838,1,0,0,0,919,7061.446213432629,2015-07-09
220541,487,7,0,0,0,0,0,824,0.0,2015-04-05
241148,194,1,318,1,0,0,0,27,3256.776684196518,2013-01-28
572771,288,6,427,1,0,0,0,935,4706.284257900268,2015-07-25
699435,176,6,367,1,0,0,0,284,3405.932616258545,2013-10-12
338165,453,1,1033,1,0,0,0,244,7561.2765170716175,2013-09-02
375137,339,7,0,0,0,0,0,558,0.0,2014-07-13
189594,84,7,0,0,0,0,0,117,0.0,2013-04-28
623583,984,1,737,1,1,0,0,20,7335.87567954778,2013-01-21
485341,105,1,673,1,1,0,0,573,6915.556303619431,2014-07-28
222957,823,4,593,1,1,0,0,170,5972.726686934243,2013-06-20
550810,53,5,571,1,0,0,0,248,5277.125694187188,2013-09-06
192323,369,6,626,1,0,0,0,536,7111.157650014981,2014-06-21
242484,846,5,822,1,0,0,1,731,6734.818449179461,2015-01-02
303303,486,1,741,1,0,0,1,720,7668.881718474308,2014-12-22
72795,543,6,246,1,0,0,0,179,2409.734445192183,2013-06-29
209200,840,2,1222,1,1,0,0,413,9949.545557245312,2014-02-18
618259,729,4,984,1,0,0,0,345,8708.428840694472,2013-12-12
439338,862,5,964,1,0,0,1,206,7193.820128043475,2013-07-26
613542,295,6,670,1,0,0,0,557,4837.1760313582845,2014-07-12
123187,552,2,816,1,1,0,0,854,7798.80317102857,2015-05-05
290543,278,7,0,0,0,0,0,271,0.0,2013-09-29
635718,1114,2,2979,1,1,0,0,672,19638.98857142857,2014-11-04
463979,71,5,954,1,1,0,0,255,10316.85812419761,2013-09-13
463638,637,7,0,0,0,0,0,782,0.0,2015-02-22
534752,685,4,679,1,0,0,1,93,6276.9975370715865,2013-04-04
42816,1109,5,558,1,1,0,1,227,6301.605411977516,2013-08-16
549077,124,5,620,1,0,0,1,94,4948.005197027828,2013-04-05
704551,1057,7,0,0,0,0,0,348,0.0,2013-12-15
477859,148,2,783,1,0,0,0,651,7205.2684689318685,2014-10-14
341280,945,7,0,0,0,0,0,68,0.0,2013-03-10
476063,998,4,0,0,1,1,1,149,0.0,2013-05-30
458012,40,6,616,1,0,0,0,774,5165.30925950043,2015-02-14
133161,453,6,1194,1,0,0,0,130,8859.073358283154,2013-05-11
245599,117,4,500,1,1,0,1,562,4605.671737390271,2014-07-17
599817,1094,3,293,1,0,0,1,232,3359.8782885675473,2013-08-21
162291,986,6,581,1,0,0,0,886,4715.944941657012,2015-06-06
160680,17,5,756,1,1,0,0,507,7363.881077151749,2014-05-23
627773,143,5,751,1,1,0,0,626,8397.544323124148,2014-09-19
670187,291,4,0,0,0,1,0,513,0.0,2014-05-29
134772,302,7,0,0,0,0,0,880,0.0,2015-05-31
251636,241,1,888,1,1,0,0,76,8420.37490542208,2013-03-18
86503,1018,7,0,0,0,0,0,761,0.0,2015-02-01
26443,492,2,930,1,0,0,0,392,6255.944344497311,2014-01-28
617424,294,6,383,1,0,0,0,298,3343.562835909929,2013-10-26
565104,353,6,1056,1,0,0,0,361,6027.0440894508765,2013-12-28
156106,74,2,1010,1,1,0,0,693,11049.801826222792,2014-11-25
126301,213,3,630,1,1,0,0,456,7059.890928014317,2014-04-02
57911,73,7,0,0,0,0,0,663,0.0,2014-10-26
186079,1044,5,776,1,0,0,0,17,5393.093137358212,2013-01-18
252158,110,4,643,1,1,0,0,268,6469.617353529557,2013-09-26
647898,866,4,0,0,1,1,0,149,0.0,2013-05-30
64429,677,6,717,1,0,0,0,417,6868.8843270328125,2014-02-22
584552,295,4,0,0,0,1,1,730,0.0,2015-01-01
693501,689,6,915,1,0,0,0,354,9007.228928895785,2013-12-21
70549,502,4,1574,1,1,0,0,856,12557.957845879046,2015-05-07
222968,51,2,442,1,1,0,0,266,5869.68270549945,2013-09-24
101518,15,2,727,1,1,0,0,399,7487.851734884964,2014-02-04
290224,43,7,0,0,0,0,0,103,0.0,2013-04-14
38002,1051,2,1100,1,1,0,0,7,9435.565035530855,2013-01-08
238913,841,4,435,1,0,0,0,527,3357.314069951949,2014-06-12
11239,79,7,0,0,0,0,0,313,0.0,2013-11-10
122292,986,3,674,1,1,0,0,743,6223.075100779478,2015-01-14
569549,810,3,512,1,1,0,0,183,6429.863154953357,2013-07-03
484360,764,6,128,1,0,0,0,81,1160.5219047619046,2013-03-23
571708,235,2,586,1,1,0,0,672,6898.174596162938,2014-11-04
296389,731,2,1078,1,1,0,0,133,10146.86785775293,2013-05-14
108776,520,1,0,0,0,1,0,874,0.0,2015-05-25
163749,1026,2,1427,1,1,0,0,693,12323.597296050852,2014-11-25
397022,795,4,471,1,1,0,1,226,4762.383141316963,2013-08-15
184639,760,5,1193,1,0,0,0,465,7213.316645735216,2014-04-11
30551,52,3,421,1,1,0,0,792,6580.052924900917,2015-03-04
456551,643,2,1005,1,0,0,0,245,7656.086950070388,2013-09-03
11315,72,7,0,0,0,0,0,299,0.0,2013-10-27
454646,993,3,787,1,1,0,1,36,7692.640507641199,2013-02-06
310184,933,3,1026,1,1,0,0,134,8626.851861499907,2013-05-15
226257,469,3,1390,1,0,0,1,827,10275.385256422805,2015-04-08
517981,314,1,846,1,1,0,0,517,8946.346577087097,2014-06-02
417193,93,5,804,1,0,0,0,178,6768.161540974224,2013-06-28
650716,123,4,903,1,1,0,1,870,9526.208914558456,2015-05-21
404303,901,5,598,1,0,0,1,367,5532.071508100162,2014-01-03
100798,645,1,1575,1,1,0,0,293,13051.31263682804,2013-10-21
171533,780,3,798,1,1,0,0,834,7452.026084050074,2015-04-15
116357,1095,4,678,1,1,0,1,576,4964.744320735888,2014-07-31
471545,436,1,834,1,1,0,0,531,8461.13997290239,2014-06-16
312564,627,2,416,1,0,0,0,315,3791.695488301643,2013-11-12
202372,322,7,0,0,0,0,0,887,0.0,2015-06-07
637943,405,4,454,1,0,0,1,828,4247.460843257025,2015-04-09
685350,497,2,1131,1,0,0,0,231,8002.6851944103255,2013-08-20
111729,242,2,329,1,1,0,1,294,3724.968328972614,2013-10-22
128226,303,1,752,1,1,0,0,265,7284.302397707209,2013-09-23
63197,278,6,786,1,0,0,0,718,8744.678229835525,2014-12-20
183825,266,6,254,1,0,0,0,529,2366.594402815818,2014-06-14
406781,603,2,803,1,0,0,1,301,5804.291042635632,2013-10-29
443066,1102,5,700,1,1,0,0,808,6812.047283522761,2015-03-20
473455,550,6,497,1,0,0,0,18,4606.4043651582,2013-01-19
523244,921,3,1187,1,1,0,0,743,10291.76643845698,2015-01-14
414341,28,5,1202,1,0,0,1,591,9252.12534133913,2014-08-15
663610,526,3,1388,1,0,0,0,918,9390.731743260432,2015-07-08
162440,823,4,0,0,0,3,1,723,0.0,2014-12-25
373757,512,4,1171,1,0,0,1,247,4813.590064935065,2013-09-05
303933,90,2,1167,1,1,0,1,819,12175.485326021362,2015-03-31
112566,926,6,568,1,0,0,0,690,6387.937982382245,2014-11-22
452143,826,3,885,1,1,0,0,337,8911.163343919581,2013-12-04
480092,1028,5,639,1,1,0,0,521,6425.535898513268,2014-06-06
149736,473,7,0,0,0,0,0,47,0.0,2013-02-17
429060,112,1,731,1,0,0,0,300,5953.309064655121,2013-10-28
237035,430,1,850,1,1,0,0,545,9121.453998172166,2014-06-30
347012,696,1,871,1,0,0,1,566,6902.734410068256,2014-07-21
